127.0.0.1 - - [17/Dec/2024:11:31:29 +0530] "POST /wp-cron.php?doing_wp_cron=1734415289.5449759960174560546875 HTTP/1.0" 200 -
127.0.0.1 - - [17/Dec/2024:12:08:22 +0530] "GET /wp-admin/?localwp_auto_login=1 HTTP/1.0" 302 -
127.0.0.1 - - [17/Dec/2024:12:08:22 +0530] "GET /wp-admin/user/ HTTP/1.0" 302 -
127.0.0.1 - - [17/Dec/2024:12:08:24 +0530] "POST /wp-cron.php?doing_wp_cron=1734417504.8010621070861816406250 HTTP/1.0" 200 -
127.0.0.1 - - [17/Dec/2024:12:08:24 +0530] "GET /wp-admin/ HTTP/1.0" 200 117507
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/thickbox/thickbox.css?ver=6.7.1 HTTP/1.0" 200 2659
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/css/editor.min.css?ver=6.7.1 HTTP/1.0" 200 26851
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/dist/a11y.min.js?ver=3156534cc54473497e14 HTTP/1.0" 200 2358
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6 HTTP/1.0" 200 9141
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/hoverintent-js.min.js?ver=2.2.1 HTTP/1.0" 200 1718
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=hoverIntent,wp-dom-ready,wp-hooks&ver=6.7.1 HTTP/1.0" 200 6735
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/admin-bar.min.js?ver=6.7.1 HTTP/1.0" 200 3487
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/common.min.js?ver=6.7.1 HTTP/1.0" 200 23497
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/clipboard.min.js?ver=2.0.11 HTTP/1.0" 200 9009
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/load-styles.php?c=0&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,site-health,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-poi&load%5Bchunk_1%5D=nter,widgets,site-icon,l10n,buttons,wp-auth-check&ver=6.7.1 HTTP/1.0" 200 404630
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/underscore.min.js?ver=1.13.7 HTTP/1.0" 200 18878
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/wp-util.min.js?ver=6.7.1 HTTP/1.0" 200 1426
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/api-request.min.js?ver=6.7.1 HTTP/1.0" 200 1023
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0 HTTP/1.0" 200 37931
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/site-health.min.js?ver=6.7.1 HTTP/1.0" 200 6282
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/dist/url.min.js?ver=e87eb76272a3a08402d2 HTTP/1.0" 200 8375
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/jquery/jquery.color.min.js?ver=3.0.0 HTTP/1.0" 200 6645
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/wp-ajax-response.min.js?ver=6.7.1 HTTP/1.0" 200 2505
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/wp-lists.min.js?ver=6.7.1 HTTP/1.0" 200 7521
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/quicktags.min.js?ver=6.7.1 HTTP/1.0" 200 11132
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/jquery/jquery.query.js?ver=2.2.3 HTTP/1.0" 200 3694
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/jquery/ui/core.min.js?ver=1.13.3 HTTP/1.0" 200 21464
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3 HTTP/1.0" 200 3428
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/edit-comments.min.js?ver=6.7.1 HTTP/1.0" 200 15366
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/postbox.min.js?ver=6.7.1 HTTP/1.0" 200 6705
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/dist/vendor/moment.min.js?ver=2.30.1 HTTP/1.0" 200 58811
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/dist/deprecated.min.js?ver=e1f84915c5e8ae38964c HTTP/1.0" 200 684
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/dist/date.min.js?ver=aaca6387d1cf924acc51 HTTP/1.0" 200 783428
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3 HTTP/1.0" 200 25504
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/thickbox/thickbox.js?ver=3.1-20121105 HTTP/1.0" 200 13332
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/plugin-install.min.js?ver=6.7.1 HTTP/1.0" 200 2403
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/dashboard.min.js?ver=6.7.1 HTTP/1.0" 200 8797
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/updates.min.js?ver=6.7.1 HTTP/1.0" 200 48366
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/shortcode.min.js?ver=6.7.1 HTTP/1.0" 200 2643
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/wp-sanitize.min.js?ver=6.7.1 HTTP/1.0" 200 458
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/svg-painter.js?ver=6.7.1 HTTP/1.0" 200 3280
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/js/media-upload.min.js?ver=6.7.1 HTTP/1.0" 200 1152
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/wp-auth-check.min.js?ver=6.7.1 HTTP/1.0" 200 1658
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/wplink.min.js?ver=6.7.1 HTTP/1.0" 200 11317
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/heartbeat.min.js?ver=6.7.1 HTTP/1.0" 200 5947
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/jquery/ui/autocomplete.min.js?ver=1.13.3 HTTP/1.0" 200 8536
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-includes/js/jquery/ui/menu.min.js?ver=1.13.3 HTTP/1.0" 200 10199
127.0.0.1 - - [17/Dec/2024:12:08:27 +0530] "GET /wp-admin/load-scripts.php?c=0&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.7.1 HTTP/1.0" 200 102997
127.0.0.1 - - [17/Dec/2024:12:08:28 +0530] "GET /wp-includes/js/wp-emoji-release.min.js?ver=6.7.1 HTTP/1.0" 200 18726
127.0.0.1 - - [17/Dec/2024:12:08:28 +0530] "GET /wp-includes/js/thickbox/loadingAnimation.gif HTTP/1.0" 200 15238
127.0.0.1 - - [17/Dec/2024:12:08:28 +0530] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 941
127.0.0.1 - - [17/Dec/2024:12:08:29 +0530] "GET /wp-admin/images/spinner.gif HTTP/1.0" 200 3656
127.0.0.1 - - [17/Dec/2024:12:08:28 +0530] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=51596533e5&1734417508785 HTTP/1.0" 200 1114
127.0.0.1 - - [17/Dec/2024:12:08:28 +0530] "GET /favicon.ico HTTP/1.0" 302 -
127.0.0.1 - - [17/Dec/2024:12:08:30 +0530] "GET /wp-includes/images/w-logo-blue-white-bg.png HTTP/1.0" 200 4119
127.0.0.1 - - [17/Dec/2024:12:08:30 +0530] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=51596533e5&1734417510092 HTTP/1.0" 200 572
127.0.0.1 - - [17/Dec/2024:12:08:29 +0530] "POST /wp-cron.php?doing_wp_cron=1734417509.0314650535583496093750 HTTP/1.0" 200 -
127.0.0.1 - - [17/Dec/2024:12:08:30 +0530] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=51596533e5&1734417510333 HTTP/1.0" 200 1
127.0.0.1 - - [17/Dec/2024:12:08:28 +0530] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 968
127.0.0.1 - - [17/Dec/2024:12:09:29 +0530] "POST /wp-cron.php?doing_wp_cron=1734417569.2660119533538818359375 HTTP/1.0" 200 -
127.0.0.1 - - [17/Dec/2024:12:09:29 +0530] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [17/Dec/2024:12:11:30 +0530] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [17/Dec/2024:12:13:31 +0530] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [17/Dec/2024:12:15:27 +0530] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [17/Dec/2024:12:16:28 +0530] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47
127.0.0.1 - - [17/Dec/2024:12:17:09 +0530] "GET /wp-admin/users.php HTTP/1.0" 200 83361
127.0.0.1 - - [17/Dec/2024:12:17:09 +0530] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=jquery-core,jquery-migrate,utils&ver=6.7.1 HTTP/1.0" 200 102997
127.0.0.1 - - [17/Dec/2024:12:17:09 +0530] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5Bchunk_0%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5Bchunk_1%5D=,site-icon,l10n,buttons,wp-auth-check&ver=6.7.1 HTTP/1.0" 200 399455
127.0.0.1 - - [17/Dec/2024:12:17:09 +0530] "GET /wp-admin/load-scripts.php?c=1&load%5Bchunk_0%5D=hoverIntent,wp-dom-ready,wp-hooks&ver=6.7.1 HTTP/1.0" 200 6735
127.0.0.1 - - [17/Dec/2024:12:17:15 +0530] "GET /wp-admin/plugin-install.php HTTP/1.0" 200 127534
127.0.0.1 - - [17/Dec/2024:12:17:41 +0530] "GET /wp-admin/plugin-install.php?tab=upload HTTP/1.0" 200 75588
